일자,종합지수,전일비,,등락률,거래대금,개인,외국인,기관계,금융투자,보험,투신,기타금융,은행,연기금등,사모펀드,국가,기타법인
2026/07/31,"6,595.45",▲,"1,001.89","+17.91%","495,676","-96,284","+85,703","+8,222","-12,159","-1,058","+12,521","+463","-35","+1,644","+6,848","0","+2,810"
2026/07/30,"5,593.56",▼,"-69.68","-1.23%","383,209","-16,099","+15,465","+350","-2,917","+1,053","-2,134","+199","-164","+3,807","+506","0","+280"
2026/07/29,"5,663.24",▼,"-360.42","-5.98%","492,173","-37,693","-4,744","+41,351","+26,977","+1,260","+3,400","+64","-126","+3,380","+6,396","0","+1,134"
2026/07/28,"6,023.66",▼,"-732.09","-10.84%","360,739","+49,889","-51,382","+1,424","+7,426","+214","-11,531","-27","-195","+1,165","+4,371","0","-242"
2026/07/27,"6,755.75",▲,"65.13","+0.97%","242,946","+21,084","-29,929","+8,639","+5,085","+614","+4,256","-7","-100","-723","-487","0","+10"
2026/07/24,"6,690.62",▼,"-406.27","-5.72%","309,919","+61,062","-41,512","-20,051","-9,250","-1,751","-6,802","+40","+12","+323","-2,624","0","+223"
2026/07/23,"7,096.89",▲,"299.19","+4.40%","268,560","-24,296","+24,954","-346","-11,688","+266","+7,246","-54","+43","+730","+3,111","0","-140"
2026/07/22,"6,797.70",▲,"49.75","+0.74%","285,740","-19,531","+35,622","-15,690","-11,703","+162","-705","+23","-3","-707","-2,757","0","-266"
2026/07/21,"6,747.95",▲,"231.68","+3.56%","248,107","-22,887","+7,985","+15,661","+10,652","+1,157","+4,509","-78","+4","+600","-1,182","0","-571"
2026/07/20,"6,516.27",▼,"-304.33","-4.46%","296,905","+8,762","+2,651","-12,572","-8,576","+583","-2,863","-41","-7","+752","-2,420","0","+1,180"
2026/07/16,"6,820.60",▼,"-463.81","-6.37%","298,206","+50,624","-20,698","-31,684","-18,531","-545","-6,102","+30","+6","+591","-7,132","0","+1,459"
2026/07/15,"7,284.41",▲,"427.58","+6.24%","344,882","-26,353","+25,424","+815","-9,445","-421","+8,623","+69","+43","+205","+1,741","0","+170"
2026/07/14,"6,856.83",▲,"49.90","+0.73%","466,979","-57,517","+19,375","+38,921","+25,077","+1,477","-68","-111","-344","+868","+12,022","0","-415"
2026/07/13,"6,806.93",▼,"-669.01","-8.95%","401,438","+40,569","-16,640","-24,403","-2,767","+92","-16,414","+510","-562","-668","-4,595","0","+215"
2026/07/10,"7,475.94",▲,"184.03","+2.52%","315,769","-8,943","-3,598","+13,055","+14,263","+548","-4,309","+458","+69","+355","+1,671","0","-630"
2026/07/09,"7,291.91",▲,"45.12","+0.62%","395,566","-22,476","+4,339","+18,509","+7,553","+1,097","+9,145","+448","+1","+736","-471","0","-292"
2026/07/08,"7,246.79",▼,"-409.52","-5.35%","424,654","-6,914","+8,110","-1,985","+3,669","+477","-5,378","+398","-57","-936","-157","0","+681"
2026/07/07,"7,656.31",▼,"-395.02","-4.91%","407,174","+35,222","-33,236","-3,211","+4,659","+475","-8,696","+474","-53","+285","-354","0","+987"
2026/07/06,"8,051.33",▼,"-37.01","-0.46%","320,028","+35,931","-19,096","-18,121","-16,734","-115","-25","+540","+126","-338","-1,574","0","+1,024"
2026/07/03,"8,088.34",▲,"440.25","+5.76%","454,920","-25,646","-22,843","+47,452","+33,327","+1,041","+10,138","+391","+146","+558","+1,852","0","+1,240"
2026/07/02,"7,648.09",▼,"-655.32","-7.89%","499,009","+74,650","-49,149","-29,742","-11,517","+545","-14,744","+460","+9","-534","-3,961","0","+3,684"
2026/07/01,"8,303.41",▼,"-173.07","-2.04%","399,986","+22,810","-23,112","-281","-1,278","+482","+820","+476","+49","-2,182","+1,353","0","+405"
2026/06/30,"8,476.48",▲,"81.83","+0.97%","420,993","+4,761","-37,165","+31,966","+17,386","+922","+10,063","+44","+14","-394","+3,931","0","+239"
2026/06/29,"8,394.65",▼,"-16.56","-0.20%","426,844","+49,573","-82,791","+30,327","+33,128","+36","-4,342","-20","-112","+581","+1,057","0","+2,471"
2026/06/26,"8,411.21",▼,"-519.09","-5.81%","539,975","+93,695","-52,392","-45,004","-27,728","-306","-14,037","+8","-11","-528","-2,402","0","+3,217"
2026/06/25,"8,930.30",▲,"459.28","+5.42%","519,736","-31,440","-7,751","+39,336","+28,948","-1,088","+8,046","-26","+62","-99","+3,493","0","+38"
2026/06/24,"8,471.02",▲,"267.18","+3.26%","554,990","+30,716","-53,330","+20,615","+17,812","-104","+887","+36","+27","+132","+1,826","0","+1,897"
2026/06/23,"8,203.84",▼,"-910.71","-9.99%","614,285","+115,515","-62,469","-55,244","-31,848","-995","-13,913","-80","-167","-2,929","-5,313","0","+1,372"
2026/06/22,"9,114.55",▲,"62.13","+0.69%","419,095","+34,921","-35,860","-38","+3,167","-859","+3,277","-147","-19","-1,801","-3,655","0","+821"
2026/06/19,"9,052.42",▼,"-11.42","-0.13%","672,551","+31,077","-13,254","-16,807","-4,410","-2,564","-43","-1","+42","-5,277","-4,554","0","-1,073"
2026/06/18,"9,063.84",▲,"199.60","+2.25%","507,802","-4,252","+13,962","-8,082","+1,207","-1,551","-655","-29","+80","-3,921","-3,214","0","-1,705"
2026/06/17,"8,864.24",▲,"137.64","+1.58%","358,460","+10,723","-16,620","+7,087","+6,898","-649","+5,438","+78","-87","-1,676","-2,914","0","-1,119"
2026/06/16,"8,726.60",▲,"180.62","+2.11%","405,685","-24,798","+15,016","+10,300","+4,622","-325","+5,251","-374","+47","-342","+1,421","0","-478"
2026/06/15,"8,545.98",▲,"422.36","+5.20%","399,922","-22,686","+16,250","+6,955","+7,785","-581","+978","+172","+14","+253","-1,665","0","-245"
2026/06/12,"8,123.62",▲,"359.67","+4.63%","522,576","-50,968","+27,377","+25,536","+22,510","-587","+5,303","-70","+114","-3,263","+1,529","0","-1,763"
2026/06/11,"7,763.95",▲,"33.13","+0.43%","464,007","+24,817","-20,745","-6,257","-13,404","+1,039","+5,019","-25","-17","-1,127","+2,260","0","+2,040"
2026/06/10,"7,730.82",▼,"-366.11","-4.52%","399,448","+54,003","-32,157","-24,394","-16,006","+520","-4,772","+25","+44","-2,664","-1,541","0","+2,203"
2026/06/09,"8,096.93",▲,"612.52","+8.18%","467,154","-10,195","-19,156","+27,849","+21,597","-883","+9,394","+20","+178","-233","-2,223","0","+1,658"
2026/06/08,"7,484.41",▼,"-676.18","-8.29%","483,388","+27,213","-1,811","-28,725","-25,414","+143","-4,589","+143","-210","+485","+716","0","+3,017"
2026/06/05,"8,160.59",▼,"-478.82","-5.54%","485,195","+60,481","-37,949","-23,284","-13,805","-67","-3,779","+89","-124","-607","-4,990","0","+469"
2026/06/04,"8,639.41",▼,"-162.08","-1.84%","476,385","+61,919","-77,490","+13,241","+12,485","-475","+2,830","+147","-19","-514","-1,214","0","+1,940"
2026/06/02,"8,801.49",▲,"13.11","+0.15%","691,096","+84,221","-79,698","-3,505","+1,414","-736","-2,009","+51","-21","+711","-2,915","0","-1,476"
2026/06/01,"8,788.38",▲,"312.23","+3.68%","743,300","+5,789","-29,297","+24,629","+26,354","-2,545","+1,854","-65","-113","-251","-605","0","-1,218"
2026/05/29,"8,476.15",▲,"290.86","+3.55%","803,325","-21,702","-7,542","+27,356","+21,714","-434","+4,227","-25","-7","+902","+980","0","+1,594"
2026/05/28,"8,185.29",▼,"-43.41","-0.53%","532,417","+44,079","-35,084","-10,813","-3,716","-231","-6,609","+26","-79","-342","+137","0","+1,823"
2026/05/27,"8,228.70",▲,"181.19","+2.25%","568,320","+3,730","+45","-381","+10,271","-3,159","-3,210","-144","-204","-3,935","+1","0","-3,466"
2026/05/26,"8,047.51",▲,"199.80","+2.55%","408,026","-12,092","+1,046","+11,857","+5,406","-1,961","+8,732","-91","-309","-1,176","+1,255","0","-854"
2026/05/22,"7,847.71",▲,"32.12","+0.41%","312,294","+17,570","-26,541","+7,754","+7,600","-651","+18","+117","+6","-1,196","+1,861","0","+1,234"
2026/05/21,"7,815.59",▲,"606.64","+8.42%","431,870","-26,447","-6,591","+32,237","+28,928","-606","+3,484","-190","+49","-958","+1,529","0","+590"
2026/05/20,"7,208.95",▼,"-62.71","-0.86%","404,010","+14,483","-29,392","+12,568","+11,133","+63","+759","+140","+40","-1,491","+1,924","0","+2,124"
2026/05/19,"7,271.66",▼,"-244.38","-3.25%","379,609","+66,252","-68,361","+2,339","+4,016","-15","-685","+165","-43","-1,341","+241","0","-414"
2026/05/18,"7,516.04",▲,"22.86","+0.31%","446,091","+25,931","-41,363","+15,272","+15,716","-121","-304","+86","-251","+14","+132","0","+94"
2026/05/15,"7,493.18",▼,"-488.23","-6.12%","595,484","+81,523","-63,359","-20,738","-12,602","-286","-3,987","-8","-26","-962","-2,867","0","+1,826"
2026/05/14,"7,981.41",▲,"137.40","+1.75%","516,969","+29,592","-29,181","-2,800","+7,922","-1,752","-3,704","-225","-121","-1,942","-2,977","0","+1,989"
2026/05/13,"7,844.01",▲,"200.86","+2.63%","504,640","+22,252","-38,474","+13,611","+15,442","-630","-27","-332","+67","-2,376","+1,467","0","+2,303"
2026/05/12,"7,643.15",▼,"-179.09","-2.29%","671,145","+78,882","-67,162","-12,500","-7,430","-1,410","-19","-189","-120","-1,864","-1,468","0","+493"
2026/05/11,"7,822.24",▲,"324.24","+4.32%","518,434","+33,778","-34,770","+746","+9,930","-4,035","-2,907","+380","+20","-3,023","+381","0","-70"
2026/05/08,"7,498.00",▲,"7.95","+0.11%","407,926","+49,879","-61,004","+9,325","+12,649","-815","-1,031","+50","-6","-513","-1,009","0","+1,645"
2026/05/07,"7,490.05",▲,"105.49","+1.43%","511,124","+82,653","-80,222","-330","+11,135","-832","-3,930","-22","-246","+495","-6,931","0","-2,354"
2026/05/06,"7,384.56",▲,"447.57","+6.45%","600,003","-7,716","+34,226","-22,638","-7,383","-5,132","-5,389","+4","-117","-1,548","-3,074","0","-3,894"
2026/05/04,"6,936.99",▲,"338.12","+5.12%","426,960","-61,632","+39,109","+24,208","+23,028","-1,224","-610","+80","-78","-506","+3,520","0","-1,347"
2026/04/30,"6,598.87",▼,"-92.03","-1.38%","358,085","+16,393","-16,400","+112","+3,555","-472","-667","+119","-32","+344","-2,735","0","-193"
2026/04/29,"6,690.90",▲,"49.88","+0.75%","314,533","+1,794","-2,271","+1,010","-2,081","+125","+1,081","-122","-26","-109","+2,143","0","-613"
2026/04/28,"6,641.02",▲,"25.99","+0.39%","376,226","+6,722","-5,189","-519","+2,551","-1,227","-736","+23","-266","-284","-579","0","-1,102"
2026/04/27,"6,615.03",▲,"139.40","+2.15%","334,103","-23,868","+10,968","+13,457","+17,310","-919","-405","+79","-145","-1,757","-706","0","-482"
2026/04/24,"6,475.63",▼,"-0.18","0%","302,029","+16,234","-21,245","+5,370","+8,015","-409","+603","-67","-390","-258","-2,124","0","-339"
2026/04/23,"6,475.81",▲,"57.88","+0.90%","406,042","+4,544","-4,003","+72","+3,199","-1,031","-2,222","-69","-14","+225","-15","0","-645"
2026/04/22,"6,417.93",▲,"29.46","+0.46%","310,290","+17,628","-7,342","-9,189","-8,747","-270","+298","-53","+55","+984","-1,455","0","-1,223"
2026/04/21,"6,388.47",▲,"169.38","+2.72%","311,059","-22,978","+15,467","+9,465","+10,017","-989","-151","-99","-206","+623","+269","0","-1,996"
2026/04/20,"6,219.09",▲,"27.17","+0.44%","235,764","-4,181","-2,559","+4,256","+6,600","-610","-403","-119","+33","+84","-1,329","0","+2,466"
2026/04/17,"6,191.92",▼,"-34.13","-0.55%","246,195","+17,209","-21,955","+563","+3,918","-622","-364","-188","-85","-763","-1,332","0","+4,094"
2026/04/16,"6,226.05",▲,"134.66","+2.21%","270,468","-17,998","+6,624","+8,822","+10,676","-447","-609","-188","-7","-294","-309","0","+2,480"
2026/04/15,"6,091.39",▲,"123.64","+2.07%","316,156","-7,431","+5,049","-1,361","+5,749","-1,459","-2,378","-1","+9","-1,146","-2,134","0","+3,680"
2026/04/14,"5,967.75",▲,"159.13","+2.74%","271,285","-26,090","+9,164","+14,113","+14,859","-653","-319","-55","-129","-258","+669","0","+2,923"
2026/04/13,"5,808.62",▼,"-50.25","-0.86%","214,565","+9,810","-4,411","-9,535","-7,012","-295","+713","+120","+208","-1,733","-1,535","0","+4,056"
2026/04/10,"5,858.87",▲,"80.86","+1.40%","237,460","-12,304","+9,698","-1,323","+1,794","-215","-2,084","+143","-218","-416","-327","0","+3,917"
2026/04/09,"5,778.01",▼,"-94.33","-1.61%","334,734","+4,152","+14,112","-23,591","+6,956","+335","+27","+208","-31,117","+49","-49","0","+4,101"
2026/04/08,"5,872.34",▲,"377.56","+6.87%","363,069","-70,005","+25,030","+37,710","+36,706","-648","+258","+65","+55","-2,087","+3,361","0","+7,709"
2026/04/07,"5,494.78",▲,"44.45","+0.82%","237,193","-4,767","+3,319","-2,380","-2,235","+127","+899","+254","+33","-817","-640","0","+4,030"
2026/04/06,"5,450.33",▲,"73.03","+1.36%","217,611","-9,761","-2,110","+7,764","+8,204","+99","+867","+283","-135","-850","-704","0","+4,094"
2026/04/03,"5,377.30",▲,"143.25","+2.74%","222,346","-24,371","+9,336","+9,047","+4,141","+93","+2,227","-36","+28","-557","+3,151","0","+5,987"
2026/04/02,"5,234.05",▼,"-244.65","-4.47%","332,900","+13,533","-4,155","-13,159","-15,434","+279","-212","+279","+75","+92","+1,764","0","+3,669"
2026/04/01,"5,478.70",▲,"426.24","+8.44%","289,024","-42,600","-4,277","+42,337","+34,942","-136","+3,655","+271","+13","-188","+3,780","0","+4,762"
2026/03/31,"5,052.46",▼,"-224.84","-4.26%","298,376","+29,362","-42,362","+9,569","+8,998","+453","+367","+111","-40","-289","-32","0","+3,332"
2026/03/30,"5,277.30",▼,"-161.57","-2.97%","208,274","+15,860","-25,363","+5,315","+5,076","+93","+667","+134","-80","-806","+231","0","+4,059"
2026/03/27,"5,438.87",▼,"-21.59","-0.40%","236,593","+28,365","-37,036","+5,008","+2,289","+436","+1,877","+169","-10","-224","+471","0","+3,485"
2026/03/26,"5,460.46",▼,"-181.75","-3.22%","256,153","+38,044","-34,006","-5,892","+1,048","+75","-2,669","+95","-122","-2,420","-1,900","0","+1,599"
2026/03/25,"5,642.21",▲,"88.29","+1.59%","246,420","-18,886","-11,433","+27,212","+27,440","-312","+390","+135","+2","+147","-591","0","+3,173"
2026/03/24,"5,553.92",▲,"148.17","+2.74%","249,323","+2,465","-19,201","+13,826","+14,176","-320","+151","+135","-12","+434","-738","0","+2,999"
2026/03/23,"5,405.75",▼,"-375.45","-6.49%","272,432","+81,882","-40,676","-46,685","-36,992","+159","-3,450","+69","+65","-1,617","-4,918","0","+5,126"
2026/03/20,"5,781.20",▲,"17.98","+0.31%","340,258","+28,873","-14,778","-15,155","+3","-14,326","-798","+41","-8","+606","-674","0","+901"
2026/03/19,"5,763.22",▼,"-161.81","-2.73%","229,946","+36,042","-26,680","-11,017","-10,014","+24","+31","+172","+38","-631","-638","0","+1,468"
2026/03/18,"5,925.03",▲,"284.55","+5.04%","268,517","-45,326","+11,929","+34,897","+34,942","-444","+14","+138","+68","+954","-776","0","-1,360"
2026/03/17,"5,640.48",▲,"90.63","+1.63%","223,038","-6,409","-2,834","+9,239","+6,037","-473","+2,241","+161","-14","+812","+475","0","-57"
2026/03/16,"5,549.85",▲,"62.61","+1.14%","217,602","+8,032","-8,510","-172","-1,348","+135","-236","+248","-14","+448","+595","0","+641"
2026/03/13,"5,487.24",▼,"-96.01","-1.72%","237,196","+32,649","-18,507","-14,599","-13,316","+13","-1,482","+220","+32","+282","-348","0","+303"
2026/03/12,"5,583.25",▼,"-26.70","-0.48%","236,981","+31,073","-30,111","-2,402","-3,745","+125","+556","-55","+12","-374","+1,079","0","+1,331"
2026/03/11,"5,609.95",▲,"77.36","+1.40%","266,192","-3,886","-3,104","+7,185","+6,654","-269","+337","+236","+94","-893","+1,026","0","-202"
2026/03/10,"5,532.59",▲,"280.72","+5.35%","287,133","-28,348","+15,346","+14,560","+12,694","-447","+717","+279","+25","-111","+1,404","0","-1,292"
2026/03/09,"5,251.87",▼,"-333.00","-5.96%","331,638","+50,526","-35,168","-17,697","-13,464","+111","-2,457","+325","-173","-1,006","-1,033","0","+2,039"
2026/03/06,"5,584.87",▲,"0.97","+0.02%","314,024","+38,775","-24,335","-15,031","-9,370","-273","-2,234","+347","+47","-1,747","-1,801","0","+465"
2026/03/05,"5,583.90",▲,"490.36","+9.63%","453,089","+25,263","-4,908","-21,118","-16,444","-640","-878","-261","-720","-851","-1,325","0","+411"
2026/03/04,"5,093.54",▼,"-698.37","-12.06%","628,827","-6,508","+2,405","-593","-92","+598","-1,509","-146","-244","-762","+1,562","0","+4,705"
2026/03/03,"5,791.91",▼,"-452.22","-7.24%","528,005","+61,782","-54,214","-10,213","-8,910","+424","-157","-319","-306","+398","-1,344","0","+2,450"
2026/02/27,"6,244.13",▼,"-63.14","-1.00%","549,393","+74,190","-77,476","+626","+6,666","-654","-2,705","+65","-4","-2,282","-460","0","+2,388"
2026/02/26,"6,307.27",▲,"223.41","+3.67%","389,300","+13,262","-25,029","+9,539","+13,691","-2,083","+355","+87","-100","-1,005","-1,405","0","+2,206"
2026/02/25,"6,083.86",▲,"114.22","+1.91%","352,845","+5,733","-14,839","+12,888","+18,334","-1,314","-3,232","+32","-6","+748","-1,675","0","-3,828"
2026/02/24,"5,969.64",▲,"123.55","+2.11%","313,727","-23,447","-2,655","+25,194","+28,216","-466","-1,454","-125","+15","-720","-272","0","+1,091"
2026/02/23,"5,846.09",▲,"37.56","+0.65%","320,441","+12,952","-15,404","+1,143","+7,112","-1,600","-1,710","-50","-21","-2,674","+87","0","+1,327"
2026/02/20,"5,808.53",▲,"131.28","+2.31%","331,196","-8,529","-9,158","+17,071","+20,532","-741","-526","-314","+9","-1,421","-468","0","+587"
2026/02/19,"5,677.25",▲,"170.24","+3.09%","289,459","-5,232","-11,337","+16,005","+16,220","-1,452","+637","+39","-26","+151","+437","0","+551"
2026/02/13,"5,507.01",▼,"-15.26","-0.28%","308,209","+10,748","-11,817","+154","+1,147","-688","-948","+62","-25","+563","+44","0","+843"
2026/02/12,"5,522.27",▲,"167.78","+3.13%","323,226","-50,149","+31,929","+17,835","+14,475","-815","+1,494","+162","+201","+725","+1,594","0","+535"
2026/02/11,"5,354.49",▲,"52.80","+1.00%","256,258","-16,566","+8,575","+6,184","+4,512","-350","+982","+111","-12","-260","+1,201","0","+1,937"
2026/02/10,"5,301.69",▲,"3.65","+0.07%","232,759","-9,407","+1,088","+6,359","+8,177","-249","-419","+82","-49","-988","-197","0","+1,937"
2026/02/09,"5,298.04",▲,"208.90","+4.10%","264,541","-42,472","+6,075","+34,721","+31,385","-428","+1,994","-22","-95","-821","+2,710","0","+1,740"
2026/02/06,"5,089.14",▼,"-74.43","-1.44%","299,123","+25,159","-37,615","+10,644","+7,214","+239","+1,447","-44","+212","+1,323","+251","0","+1,740"
2026/02/05,"5,163.57",▼,"-207.53","-3.86%","323,856","+84,983","-62,030","-26,214","-23,495","+332","-619","-23","+208","-980","-1,638","0","+2,949"
2026/02/04,"5,371.10",▲,"83.02","+1.57%","304,334","-7,620","-12,260","+17,858","+15,364","-234","+976","+33","+177","+294","+1,247","0","+2,046"
2026/02/03,"5,288.08",▲,"338.41","+6.84%","300,159","-33,296","+8,932","+23,764","+16,474","-149","+3,488","+472","+21","+958","+2,500","0","+720"
2026/02/02,"4,949.67",▼,"-274.69","-5.26%","320,906","+55,235","-32,415","-24,584","-24,055","+522","+240","+193","-6","-406","-1,072","0","+1,554"
2026/01/30,"5,224.36",▲,"3.11","+0.06%","354,933","+27,566","-21,701","-6,435","-2,421","-1,407","-1,412","-182","+141","-305","-847","0","+502"
2026/01/29,"5,221.25",▲,"50.44","+0.98%","358,702","+21,839","-17,608","-4,575","-5","-713","-1,517","-259","+13","-1,195","-898","0","+270"
2026/01/28,"5,170.81",▲,"85.96","+1.69%","308,564","+17,356","-274","-15,345","-6,879","-1,434","-1,581","-2,262","+81","-906","-2,365","0","-1,829"
2026/01/27,"5,084.85",▲,"135.26","+2.73%","284,963","-10,551","+8,761","+2,827","+6,384","-736","-2,186","+16","+87","-574","-164","0","-940"
2026/01/26,"4,949.59",▼,"-40.48","-0.81%","228,429","+22,055","-4,238","-17,844","-11,883","-340","-2,038","-171","-75","-1,730","-1,607","0","-123"
2026/01/23,"4,990.07",▲,"37.54","+0.76%","300,171","-6,056","+27","+5,061","+9,337","-189","-851","-43","-69","-2,741","-383","0","+963"
2026/01/22,"4,952.53",▲,"42.60","+0.87%","329,196","+9,920","-9,417","-3,045","+1,439","-1,922","-362","+20","+16","-2,078","-159","0","+2,448"
2026/01/21,"4,909.93",▲,"24.18","+0.49%","300,930","-10,021","+2,802","+4,785","+4,472","-230","+56","+57","-58","-559","+1,046","0","+2,591"
2026/01/20,"4,885.75",▼,"-18.91","-0.39%","271,488","+6,476","-1,456","-6,213","-1,749","-363","-922","-140","+34","-1,734","-1,338","0","+1,128"
2026/01/19,"4,904.66",▲,"63.92","+1.32%","252,147","-6,658","+4,531","-316","+1,914","-490","-450","+7","+32","-1,186","-143","0","+2,357"
2026/01/16,"4,840.74",▲,"43.19","+0.90%","269,481","-7,849","+1,944","+4,216","+5,888","-788","+274","-46","-10","-891","-211","0","+1,700"
2026/01/15,"4,797.55",▲,"74.45","+1.58%","238,261","-18,133","+3,381","+13,129","+14,968","-281","+6","-69","-58","-372","-1,066","0","+1,905"
2026/01/14,"4,723.10",▲,"30.46","+0.65%","242,174","-2,289","-6,297","+6,137","+6,288","-398","-168","+69","-3","+149","+199","0","+2,369"
2026/01/13,"4,692.64",▲,"67.85","+1.47%","252,406","-10,113","-1,515","+9,456","+9,325","-821","+1,171","+11","+103","+17","-351","0","+2,157"
2026/01/12,"4,624.79",▲,"38.47","+0.84%","230,737","+212","-4,852","+2,232","+6,000","-1,341","+633","-81","+45","-509","-2,516","0","+2,414"
2026/01/09,"4,586.32",▲,"33.95","+0.75%","234,788","+3,169","-18,379","+12,287","+11,950","-506","+342","+3","+127","+528","-157","0","+2,842"
